"eventid","venueid","catid","dateid","eventname","starttime"
6419,76,9,1882,"Zucchero","2008-02-25T15:00:00.000Z"
6647,91,9,1882,"UB40","2008-02-25T19:30:00.000Z"
6841,104,9,1882,"70s Soul Jam","2008-02-25T14:00:00.000Z"
267,303,8,1883,"Rusalka","2008-02-26T14:00:00.000Z"
654,225,6,1883,"The King and I","2008-02-26T20:00:00.000Z"
3246,237,7,1883,"King Lear","2008-02-26T14:00:00.000Z"
4124,91,9,1883,"Calibash","2008-02-26T20:00:00.000Z"
5302,10,9,1883,"Cher","2008-02-26T15:00:00.000Z"
1189,237,6,1884,"Seven Brides for Seven Brothers","2008-02-27T14:30:00.000Z"
5593,46,9,1884,"Demi Lovato","2008-02-27T19:30:00.000Z"
6989,93,9,1884,"Flogging Molly","2008-02-27T19:00:00.000Z"
8718,87,9,1884,"George Michael","2008-02-27T14:00:00.000Z"
747,211,6,1885,"A Chorus Line","2008-02-28T15:00:00.000Z"
2294,209,7,1885,"Woyzeck","2008-02-28T19:00:00.000Z"
3824,98,9,1885,"Govt Mule","2008-02-28T14:00:00.000Z"
4706,39,9,1885,"The Guess Who","2008-02-28T19:30:00.000Z"
4766,97,9,1885,"Christina Aguilera","2008-02-28T14:30:00.000Z"
2508,213,7,1886,"Othello","2008-03-01T19:00:00.000Z"
6062,37,9,1886,"Dierks Bentley","2008-03-01T19:30:00.000Z"
7128,87,9,1886,"Zucchero","2008-03-01T19:00:00.000Z"
1963,207,7,1887,"Hedda Gabler","2008-03-02T14:30:00.000Z"
2638,233,7,1887,"Young Frankenstein","2008-03-02T14:00:00.000Z"
42,305,8,1888,"La Traviata","2008-03-03T15:00:00.000Z"
6045,115,9,1888,"Jack Johnson","2008-03-03T15:00:00.000Z"
7588,44,9,1888,"Enrique Iglesias","2008-03-03T15:00:00.000Z"
2109,222,7,1889,"The Bacchae","2008-03-04T14:00:00.000Z"
2850,205,7,1889,"The Bacchae","2008-03-04T19:00:00.000Z"
1865,220,7,1890,"Thurgood","2008-03-05T15:00:00.000Z"
3880,121,9,1890,"Mars Volta","2008-03-05T14:30:00.000Z"
5574,129,9,1890,"Bon Jovi","2008-03-05T19:30:00.000Z"
6825,32,9,1890,"Red Hot Chili Peppers","2008-03-05T15:00:00.000Z"
1135,240,6,1891,"Gypsy","2008-03-06T20:00:00.000Z"
1275,243,6,1891,"Flower Drum Song","2008-03-06T20:00:00.000Z"
1438,236,6,1891,"Oliver!","2008-03-06T14:00:00.000Z"
4844,129,9,1891,"Herbie Hancock","2008-03-06T19:00:00.000Z"
6084,113,9,1891,"Engelbert Humperdinck","2008-03-06T19:00:00.000Z"
6655,38,9,1891,"Taylor Swift","2008-03-06T14:00:00.000Z"
2800,223,7,1892,"Rosencrantz and Guildenstern Are Dead","2008-03-07T14:30:00.000Z"
6052,65,9,1892,"Sugarland","2008-03-07T19:30:00.000Z"
954,228,6,1893,"The Little Mermaid","2008-03-08T19:30:00.000Z"
3896,14,9,1893,"Natasha Bedingfield","2008-03-08T15:00:00.000Z"
3033,235,7,1894,"Rosencrantz and Guildenstern Are Dead","2008-03-09T14:00:00.000Z"
5043,6,9,1894,"Alicia Keys","2008-03-09T19:30:00.000Z"
8501,18,9,1894,"Dave Stewart","2008-03-09T15:00:00.000Z"
962,222,6,1895,"Mamma Mia!","2008-03-10T20:00:00.000Z"
3064,228,7,1895,"A Bronx Tale","2008-03-10T19:30:00.000Z"
6306,86,9,1895,"Mike Gordon","2008-03-10T14:00:00.000Z"
7005,17,9,1895,"Beck","2008-03-10T19:30:00.000Z"
7580,103,9,1895,"El Tri","2008-03-10T15:00:00.000Z"
8785,14,9,1895,"Jimmy Buffett","2008-03-10T14:00:00.000Z"
46,304,8,1896,"Madama Butterfly","2008-03-11T14:00:00.000Z"
1258,247,6,1896,"A Catered Affair","2008-03-11T19:30:00.000Z"
2814,239,7,1896,"Woyzeck","2008-03-11T20:00:00.000Z"
6774,74,9,1896,"Godsmack","2008-03-11T19:30:00.000Z"
885,218,6,1897,"Shrek the Musical","2008-03-12T15:00:00.000Z"
3120,223,7,1897,"Spring Awakening","2008-03-12T19:00:00.000Z"
3275,227,7,1897,"August: Osage County","2008-03-12T14:30:00.000Z"
4420,27,9,1897,"Donny Osmond","2008-03-12T19:30:00.000Z"
5449,17,9,1897,"Kenny Chesney","2008-03-12T14:00:00.000Z"
1984,224,7,1898,"Hamlet","2008-03-13T14:30:00.000Z"
2006,221,7,1898,"The Seafarer","2008-03-13T19:30:00.000Z"
2482,246,7,1898,"Macbeth","2008-03-13T19:00:00.000Z"
3641,221,7,1898,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-03-13T14:30:00.000Z"
4976,58,9,1898,"War","2008-03-13T19:00:00.000Z"
7977,79,9,1898,"Joe Cocker","2008-03-13T19:30:00.000Z"
1477,225,6,1899,"Hairspray","2008-03-14T15:00:00.000Z"
4021,49,9,1899,"Snoop Dogg","2008-03-14T19:00:00.000Z"
6557,79,9,1899,"Celine Dion","2008-03-14T15:00:00.000Z"
265,303,8,1900,"Don Giovanni","2008-03-15T15:00:00.000Z"
1771,261,6,1900,"Legally Blonde","2008-03-15T19:00:00.000Z"
1291,241,6,1901,"Chicago","2008-03-16T19:00:00.000Z"
4554,74,9,1901,"Regina Spektor","2008-03-16T14:00:00.000Z"
6003,4,9,1901,"Bette Midler","2008-03-16T14:00:00.000Z"
2685,236,7,1902,"The Seagull","2008-03-17T19:00:00.000Z"
3020,230,7,1902,"Woyzeck","2008-03-17T14:30:00.000Z"
4805,56,9,1902,"Sugarland","2008-03-17T19:00:00.000Z"
4890,57,9,1902,"Lenny Kravitz","2008-03-17T14:00:00.000Z"
6387,38,9,1902,"KT Tunstall","2008-03-17T14:00:00.000Z"
8690,76,9,1902,"Cher","2008-03-17T15:00:00.000Z"
4233,97,9,1903,"Creedence Clearwater Revisited","2008-03-18T20:00:00.000Z"
932,231,6,1904,"Curtains","2008-03-19T20:00:00.000Z"
2380,227,7,1904,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-03-19T15:00:00.000Z"
6044,30,9,1904,"Huey Lewis and the News","2008-03-19T15:00:00.000Z"
6266,9,9,1904,"Justin Timberlake","2008-03-19T14:00:00.000Z"
6734,52,9,1904,"Eva Ayllon","2008-03-19T15:00:00.000Z"
6960,62,9,1904,"Carcass","2008-03-19T15:00:00.000Z"
8253,13,9,1904,"Jesse Lacey","2008-03-19T14:00:00.000Z"
3370,232,7,1905,"Thurgood","2008-03-20T20:00:00.000Z"
6551,17,9,1905,"Sevendust","2008-03-20T15:00:00.000Z"
6934,116,9,1905,"The Raconteurs","2008-03-20T19:00:00.000Z"
7704,90,9,1905,"Green Day","2008-03-20T14:00:00.000Z"
7794,52,9,1905,"Crue Fest","2008-03-20T15:00:00.000Z"
8039,111,9,1905,"Cold War Kids","2008-03-20T15:00:00.000Z"
1040,215,6,1906,"Kiss Me Kate","2008-03-21T15:00:00.000Z"
2649,238,7,1906,"Electra","2008-03-21T19:00:00.000Z"
3826,54,9,1906,"El Monstero y Los Masked Avengers","2008-03-21T20:00:00.000Z"
4250,30,9,1906,"Luis Miguel","2008-03-21T14:00:00.000Z"
5310,88,9,1906,"Stone Temple Pilots","2008-03-21T15:00:00.000Z"
1618,255,6,1907,"Blue Man Group","2008-03-22T14:00:00.000Z"
7103,56,9,1907,"Toby Keith","2008-03-22T15:00:00.000Z"
8214,21,9,1907,"Christina Aguilera","2008-03-22T15:00:00.000Z"
8556,61,9,1907,"Rock The Bayou","2008-03-22T19:30:00.000Z"
1251,217,6,1908,"Jersey Boys","2008-03-23T19:30:00.000Z"
1434,227,6,1908,"Seven Brides for Seven Brothers","2008-03-23T14:30:00.000Z"
1687,250,6,1908,"Blue Man Group","2008-03-23T14:00:00.000Z"
2948,206,7,1908,"The Glass Menagerie","2008-03-23T14:00:00.000Z"
2981,231,7,1908,"The 39 Steps","2008-03-23T14:30:00.000Z"
3289,208,7,1908,"The Country Girl","2008-03-23T19:00:00.000Z"
3886,22,9,1908,"REO Speedwagon","2008-03-23T15:00:00.000Z"
3965,122,9,1908,"Boz Scaggs","2008-03-23T14:30:00.000Z"
4200,72,9,1908,"Joe Satriani","2008-03-23T14:30:00.000Z"
4948,49,9,1908,"LeAnn Rimes","2008-03-23T19:00:00.000Z"
6362,62,9,1908,"The Roots","2008-03-23T14:00:00.000Z"
7612,110,9,1908,"Rick Braun","2008-03-23T15:00:00.000Z"
7617,58,9,1908,"Rock To Win At the DNC","2008-03-23T15:00:00.000Z"
4020,18,9,1909,"Commodores","2008-03-24T14:30:00.000Z"
5213,119,9,1909,"Eagles","2008-03-24T19:30:00.000Z"
8395,114,9,1909,"Spoon","2008-03-24T19:00:00.000Z"
3710,241,7,1910,"The Country Girl","2008-03-25T14:00:00.000Z"
4908,14,9,1910,"Celtic Thunder","2008-03-25T19:30:00.000Z"
6148,61,9,1910,"Extreme","2008-03-25T19:00:00.000Z"
6423,22,9,1910,"Ice Cube","2008-03-25T14:00:00.000Z"
623,226,6,1911,"High School Musical","2008-03-26T19:30:00.000Z"
1216,239,6,1911,"South Pacific","2008-03-26T20:00:00.000Z"
1352,216,6,1911,"A Catered Affair","2008-03-26T19:30:00.000Z"
2996,226,7,1911,"A Man For All Seasons","2008-03-26T15:00:00.000Z"
6636,109,9,1911,"Buckcherry","2008-03-26T14:00:00.000Z"
1340,200,6,1912,"Legally Blonde","2008-03-27T19:00:00.000Z"
1744,252,6,1912,"Blue Man Group","2008-03-27T14:00:00.000Z"
2107,240,7,1912,"Thurgood","2008-03-27T14:00:00.000Z"
4438,68,9,1912,"David Sanborn","2008-03-27T15:00:00.000Z"
7669,86,9,1912,"Maroon 5","2008-03-27T15:00:00.000Z"
3443,229,7,1913,"Miss Julie","2008-03-28T15:00:00.000Z"
4508,74,9,1913,"Black Eyed Peas","2008-03-28T20:00:00.000Z"
5872,4,9,1913,"Reba McEntire","2008-03-28T19:00:00.000Z"
85,304,8,1914,"La Sonnambula","2008-03-29T15:00:00.000Z"
171,304,8,1914,"The Magic Flute","2008-03-29T15:00:00.000Z"
1621,254,6,1914,"Folies Bergere","2008-03-29T14:30:00.000Z"
2927,233,7,1914,"To Be or Not To Be","2008-03-29T20:00:00.000Z"
3393,209,7,1914,"Romeo and Juliet","2008-03-29T15:00:00.000Z"
3995,51,9,1914,"Squeeze","2008-03-29T14:00:00.000Z"
4383,57,9,1914,"Counting Crows and Maroon 5","2008-03-29T15:00:00.000Z"
1966,204,7,1915,"The Country Girl","2008-03-30T15:00:00.000Z"
2641,205,7,1915,"Hamlet","2008-03-30T19:30:00.000Z"
4755,86,9,1915,"Jimmy Buffett","2008-03-30T19:30:00.000Z"
4832,66,9,1915,"Crosby Stills Nash","2008-03-30T19:00:00.000Z"
5127,99,9,1915,"Eddie Vedder","2008-03-30T15:00:00.000Z"
7007,120,9,1915,"Sevendust","2008-03-30T15:00:00.000Z"
6675,2,9,1916,"Kid Rock","2008-03-31T15:00:00.000Z"
1255,217,6,1917,"Mary Poppins","2008-04-01T14:30:00.000Z"
1990,209,7,1917,"Our Town","2008-04-01T19:00:00.000Z"
3268,234,7,2148,"Uncle Vanya","2008-11-18T19:30:00.000Z"
1568,256,6,2149,"Mamma Mia!","2008-11-19T14:30:00.000Z"
2152,225,7,2149,"Macbeth","2008-11-19T14:00:00.000Z"
7713,30,9,2149,"English Beat","2008-11-19T15:00:00.000Z"
458,308,8,2150,"Tristan und Isolde","2008-11-20T20:00:00.000Z"
1772,258,6,2150,"Mamma Mia!","2008-11-20T14:30:00.000Z"
5490,20,9,2150,"Sara Bareilles","2008-11-20T14:00:00.000Z"
6129,111,9,2151,"Travis Tritt","2008-11-21T19:00:00.000Z"
6942,120,9,2151,"Sound Tribe Sector 9","2008-11-21T19:00:00.000Z"
8444,109,9,2151,"Erykah Badu","2008-11-21T19:30:00.000Z"
8484,86,9,2151,"Tegan and Sara","2008-11-21T15:00:00.000Z"
702,211,6,2152,"Chicago","2008-11-22T14:00:00.000Z"
1247,218,6,2153,"West Side Story","2008-11-23T19:30:00.000Z"
3994,39,9,2153,"Arlo Guthrie","2008-11-23T14:30:00.000Z"
5411,34,9,2153,"Ben Harper","2008-11-23T19:00:00.000Z"
5442,69,9,2153,"Rick Springfield","2008-11-23T15:00:00.000Z"
5477,28,9,2153,"Jesse McCartney","2008-11-23T19:30:00.000Z"
6789,37,9,2153,"Chaka Khan","2008-11-23T14:00:00.000Z"
7072,105,9,2153,"Merle Haggard","2008-11-23T19:30:00.000Z"
2456,212,7,2154,"Woyzeck","2008-11-24T15:00:00.000Z"
3123,206,7,2154,"A Man For All Seasons","2008-11-24T19:00:00.000Z"
4370,116,9,2154,"George Thorogood and the Destroyers","2008-11-24T20:00:00.000Z"
6271,36,9,2154,"Stone Temple Pilots","2008-11-24T15:00:00.000Z"
194,303,8,2155,"Doctor Atomic","2008-11-25T14:30:00.000Z"
2760,246,7,2155,"All My Sons","2008-11-25T20:00:00.000Z"
5367,86,9,2155,"Michael Buble","2008-11-25T15:00:00.000Z"
6754,105,9,2155,"Hermans Hermits","2008-11-25T15:00:00.000Z"
8577,70,9,2155,"Country Thunder USA","2008-11-25T15:00:00.000Z"
545,239,6,2156,"Gypsy","2008-11-26T19:30:00.000Z"
1147,235,6,2156,"The Little Mermaid","2008-11-26T20:00:00.000Z"
1180,200,6,2156,"Dirty Dancing","2008-11-26T19:30:00.000Z"
3343,218,7,2156,"A Doll's House","2008-11-26T14:00:00.000Z"
4036,33,9,2156,"Snoop Dogg","2008-11-26T14:30:00.000Z"
7240,61,9,2156,"Bette Midler","2008-11-26T14:00:00.000Z"
7410,35,9,2156,"Coldplay","2008-11-26T19:00:00.000Z"
7552,119,9,2156,"The Police","2008-11-26T15:00:00.000Z"
901,226,6,2157,"West Side Story","2008-11-27T15:00:00.000Z"
5168,1,9,2157,"Jonny Lang","2008-11-27T14:00:00.000Z"
303,302,8,2158,"The Magic Flute","2008-11-28T14:00:00.000Z"
644,207,6,2158,"Billy Elliot the Musical","2008-11-28T19:30:00.000Z"
3350,202,7,2158,"Oedipus the King","2008-11-28T14:30:00.000Z"
7129,75,9,2159,"Dierks Bentley","2008-11-29T19:30:00.000Z"
7450,42,9,2159,"Donna Summer","2008-11-29T14:00:00.000Z"
7861,80,9,2159,"Counting Crows","2008-11-29T19:30:00.000Z"
1775,258,6,2160,"Blue Man Group","2008-11-30T15:00:00.000Z"
7012,75,9,2160,"Cold War Kids","2008-11-30T19:00:00.000Z"
7248,14,9,2160,"Cowboy Junkies","2008-11-30T15:00:00.000Z"
6654,128,9,2161,"Fiction Plane","2008-12-01T15:00:00.000Z"
7554,53,9,2161,"Reba McEntire","2008-12-01T14:00:00.000Z"
2253,204,7,2162,"Hamlet","2008-12-02T15:00:00.000Z"
4439,79,9,2162,"Cypress Hill","2008-12-02T15:00:00.000Z"
715,220,6,2163,"Pal Joey","2008-12-03T19:00:00.000Z"
7257,10,9,2163,"Natalie Cole","2008-12-03T14:00:00.000Z"
2843,239,7,2164,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-12-04T14:30:00.000Z"
3636,218,7,2164,"The Glass Menagerie","2008-12-04T19:30:00.000Z"
6576,128,9,2164,"Iron and Wine","2008-12-04T19:30:00.000Z"
6728,126,9,2164,"Patty Griffin","2008-12-04T14:00:00.000Z"
2446,233,7,2165,"Electra","2008-12-05T14:00:00.000Z"
5613,1,9,2165,"Monsters of Rock","2008-12-05T19:00:00.000Z"
5670,84,9,2165,"Dolly Parton","2008-12-05T19:00:00.000Z"
7066,43,9,2165,"Loretta Lynn","2008-12-05T15:00:00.000Z"
164,300,8,2167,"La Damnation de Faust","2008-12-07T15:00:00.000Z"
2461,248,7,2167,"Endgame","2008-12-07T15:00:00.000Z"
5418,50,9,2167,"Suzanne Vega","2008-12-07T15:00:00.000Z"
6284,41,9,2167,"Styx","2008-12-07T19:30:00.000Z"
6350,79,9,2167,"Kenny Chesney","2008-12-07T19:00:00.000Z"
6623,57,9,2167,"Serj Tankian","2008-12-07T19:30:00.000Z"
6705,94,9,2167,"Hannah Montana","2008-12-07T15:00:00.000Z"
7255,105,9,2167,"The Who","2008-12-07T19:30:00.000Z"
8735,54,9,2167,"70s Soul Jam","2008-12-07T14:00:00.000Z"
2312,205,7,2168,"All My Sons","2008-12-08T20:00:00.000Z"
2552,249,7,2168,"The Seafarer","2008-12-08T15:00:00.000Z"
4723,79,9,2168,"Foreigner","2008-12-08T19:30:00.000Z"
2657,200,7,2169,"To Be or Not To Be","2008-12-09T14:00:00.000Z"
3104,234,7,2169,"Macbeth","2008-12-09T19:30:00.000Z"
4904,52,9,2169,"Steve Miller Band","2008-12-09T19:00:00.000Z"
5316,114,9,2169,"Regina Spektor","2008-12-09T19:00:00.000Z"
8200,90,9,2169,"Bloc Party","2008-12-09T19:00:00.000Z"
6109,65,9,2171,"Barenaked Ladies","2008-12-11T15:00:00.000Z"
233,301,8,2172,"Simon Boccanegra","2008-12-12T19:30:00.000Z"
285,308,8,2172,"Gotterdammerung","2008-12-12T15:00:00.000Z"
968,206,6,2172,"Kiss Me Kate","2008-12-12T15:00:00.000Z"
1578,253,6,2172,"Blue Man Group","2008-12-12T14:30:00.000Z"
1940,217,7,2172,"Passing Strange","2008-12-12T19:30:00.000Z"
5541,101,9,2172,"Rick Braun","2008-12-12T19:00:00.000Z"
5649,113,9,2173,"Carrie Underwood","2008-12-13T15:00:00.000Z"
7824,49,9,2173,"Lynyrd Skynyrd","2008-12-13T14:00:00.000Z"
8440,114,9,2173,"Robert Cray Band","2008-12-13T19:00:00.000Z"
2769,232,7,2174,"A Tale of Two Cities","2008-12-14T14:00:00.000Z"
3575,230,7,2174,"The 39 Steps","2008-12-14T14:30:00.000Z"
5635,118,9,2174,"Foo Fighters","2008-12-14T14:00:00.000Z"
6867,74,9,2174,"Alejandro Fernandez","2008-12-14T14:00:00.000Z"
21,306,8,2176,"Adriana Lecouvreur","2008-12-16T20:00:00.000Z"
375,305,8,2176,"Doctor Atomic","2008-12-16T15:00:00.000Z"
1387,233,6,2176,"Curtains","2008-12-16T20:00:00.000Z"
6761,31,9,2176,"Black Eyed Peas","2008-12-16T19:00:00.000Z"
560,217,6,2177,"Shrek the Musical","2008-12-17T20:00:00.000Z"
969,208,6,2177,"Jersey Boys","2008-12-17T14:00:00.000Z"
4210,56,9,2177,"Black Crowes","2008-12-17T15:00:00.000Z"
5569,35,9,2177,"Hall and Oates","2008-12-17T19:30:00.000Z"
4009,78,9,2178,"Michael Bolton","2008-12-18T15:00:00.000Z"
2256,201,7,2179,"Uncle Vanya","2008-12-19T20:00:00.000Z"
4025,68,9,2179,"Hot Tuna","2008-12-19T14:30:00.000Z"
5742,62,9,2179,"Rick Braun","2008-12-19T14:00:00.000Z"
7485,41,9,2179,"Keith Urban","2008-12-19T19:30:00.000Z"
3411,206,7,2180,"King Lear","2008-12-20T14:00:00.000Z"
4660,38,9,2180,"War","2008-12-20T15:00:00.000Z"
5348,81,9,2180,"Vans Warped Tour","2008-12-20T15:00:00.000Z"
7429,126,9,2180,"Crue Fest","2008-12-20T15:00:00.000Z"
865,206,6,2181,"Mamma Mia!","2008-12-21T20:00:00.000Z"
2691,222,7,2181,"The Farnsworth Invention","2008-12-21T14:30:00.000Z"
2747,215,7,2181,"Wicked","2008-12-21T14:00:00.000Z"
3615,245,7,2181,"Glengarry Glen Ross","2008-12-21T15:00:00.000Z"
7213,34,9,2181,"Judas Priest","2008-12-21T19:30:00.000Z"
7289,58,9,2181,"Vanessa Hudgens","2008-12-21T14:00:00.000Z"
8493,8,9,2181,"Randy Travis","2008-12-21T19:00:00.000Z"
6054,83,9,2182,"Dave Stewart","2008-12-22T19:30:00.000Z"
6533,92,9,2182,"Jason Aldean","2008-12-22T15:00:00.000Z"
4086,20,9,2183,"Akon","2008-12-23T19:00:00.000Z"
2435,218,7,2184,"The Caretaker","2008-12-24T19:30:00.000Z"
2463,243,7,2184,"Miss Julie","2008-12-24T15:00:00.000Z"
6704,34,9,2184,"Erykah Badu","2008-12-24T15:00:00.000Z"
6885,18,9,2184,"Mogwai","2008-12-24T14:00:00.000Z"
4751,64,9,2185,"Country Thunder USA","2008-12-25T14:30:00.000Z"
5728,78,9,2185,"America","2008-12-25T19:30:00.000Z"
6080,27,9,2185,"Maroon 5","2008-12-25T14:00:00.000Z"
7954,46,9,2185,"Alan Jackson","2008-12-25T15:00:00.000Z"
3131,210,7,2186,"Oedipus the King","2008-12-26T19:00:00.000Z"
3657,205,7,2186,"Young Frankenstein","2008-12-26T14:30:00.000Z"
5109,19,9,2186,"Michael Buble","2008-12-26T19:30:00.000Z"
7490,114,9,2186,"Widespread Panic","2008-12-26T19:30:00.000Z"
8049,35,9,2186,"The Police","2008-12-26T15:00:00.000Z"
125,306,8,2187,"Eugene Onegin","2008-12-27T15:00:00.000Z"
282,306,8,2187,"Carmen","2008-12-27T14:00:00.000Z"
989,210,6,2187,"West Side Story","2008-12-27T15:00:00.000Z"
3424,240,7,2187,"A Midsummer Night's Dream","2008-12-27T20:00:00.000Z"
5301,63,9,2187,"Randy Travis","2008-12-27T14:00:00.000Z"
5694,111,9,2187,"Kiss","2008-12-27T15:00:00.000Z"
6161,77,9,2187,"LeAnn Rimes","2008-12-27T19:30:00.000Z"
6359,60,9,2187,"Greg Kihn Band","2008-12-27T14:00:00.000Z"
7800,72,9,2187,"Christina Aguilera","2008-12-27T19:00:00.000Z"
1029,221,6,2188,"Chicago","2008-12-28T14:30:00.000Z"
1829,226,7,2188,"Othello","2008-12-28T15:00:00.000Z"
4406,59,9,2188,"KT Tunstall","2008-12-28T19:00:00.000Z"
8059,115,9,2188,"Umphreys McGee","2008-12-28T19:00:00.000Z"
189,307,8,2189,"Don Giovanni","2008-12-29T14:30:00.000Z"
2429,246,7,2189,"Macbeth","2008-12-29T19:30:00.000Z"
4096,11,9,2189,"Ryan Adams","2008-12-29T19:00:00.000Z"
5375,107,9,2189,"Barenaked Ladies","2008-12-29T14:00:00.000Z"
6996,50,9,2189,"Rod Stewart","2008-12-29T19:00:00.000Z"
304,305,8,2190,"Das Rheingold","2008-12-30T19:30:00.000Z"
479,309,8,2190,"The Queen of Spades","2008-12-30T19:30:00.000Z"
1341,217,6,2190,"Shrek the Musical","2008-12-30T15:00:00.000Z"
1545,260,6,2190,"Beatles LOVE","2008-12-30T19:30:00.000Z"
3950,98,9,2190,"Martina McBride","2008-12-30T19:00:00.000Z"
5818,68,9,2190,"Blind Melon","2008-12-30T15:00:00.000Z"
316,302,8,2191,"La Boheme","2008-12-31T19:30:00.000Z"
914,207,6,2191,"Legally Blonde","2008-12-31T19:00:00.000Z"
1489,223,6,2191,"Mamma Mia!","2008-12-31T19:30:00.000Z"
2141,205,7,2191,"Endgame","2008-12-31T19:00:00.000Z"
7764,14,9,1917,"Dropkick Murphys","2008-04-01T14:00:00.000Z"
7915,59,9,1917,"Ben E. King","2008-04-01T14:00:00.000Z"
8037,128,9,1917,"Casting Crowns","2008-04-01T19:00:00.000Z"
8118,13,9,1917,"Lucinda Williams","2008-04-01T19:30:00.000Z"
2653,205,7,1918,"The Frogs","2008-04-02T20:00:00.000Z"
8276,127,9,1918,"Kansas","2008-04-02T19:30:00.000Z"
132,303,8,1919,"Siegfried","2008-04-03T19:30:00.000Z"
4291,42,9,1919,"Wolf Parade","2008-04-03T14:30:00.000Z"
4969,71,9,1919,"Sara Evans","2008-04-03T15:00:00.000Z"
6346,40,9,1919,"Sevendust","2008-04-03T15:00:00.000Z"
6812,18,9,1919,"Emmylou Harris","2008-04-03T19:30:00.000Z"
2281,201,7,1920,"The Caretaker","2008-04-04T14:30:00.000Z"
2857,205,7,1920,"Spring Awakening","2008-04-04T15:00:00.000Z"
7796,3,9,1920,"Lynyrd Skynyrd","2008-04-04T14:00:00.000Z"
1290,207,6,1921,"Flower Drum Song","2008-04-05T14:00:00.000Z"
5249,64,9,1921,"Ray Lamontagne","2008-04-05T19:30:00.000Z"
7209,91,9,1921,"Trace Adkins","2008-04-05T19:00:00.000Z"
1161,207,6,1922,"Chicago","2008-04-06T20:00:00.000Z"
1165,242,6,1922,"Les Miserables","2008-04-06T19:30:00.000Z"
5290,56,9,1922,"Coheed and Cambria","2008-04-06T15:00:00.000Z"
6102,22,9,1922,"Wynonna","2008-04-06T19:00:00.000Z"
6392,64,9,1922,"Brian Jonestown Massacre","2008-04-06T14:00:00.000Z"
33,301,8,1923,"Siegfried","2008-04-07T14:30:00.000Z"
248,303,8,1923,"Orfeo ed Euridice","2008-04-07T14:30:00.000Z"
1933,248,7,1923,"Look Back in Anger","2008-04-07T14:30:00.000Z"
3975,51,9,1923,"Nine Inch Nails","2008-04-07T14:30:00.000Z"
6425,42,9,1923,"Neville Brothers","2008-04-07T15:00:00.000Z"
710,229,6,1924,"Flower Drum Song","2008-04-08T14:30:00.000Z"
1860,213,7,1924,"The Cherry Orchard","2008-04-08T14:00:00.000Z"
1872,209,7,1924,"The Cherry Orchard","2008-04-08T20:00:00.000Z"
4747,58,9,1924,"America","2008-04-08T14:30:00.000Z"
7740,123,9,1924,"Chicago","2008-04-08T14:00:00.000Z"
2211,202,7,1925,"Young Frankenstein","2008-04-09T20:00:00.000Z"
3207,238,7,1925,"Oedipus the King","2008-04-09T19:30:00.000Z"
3675,234,7,1925,"Spring Awakening","2008-04-09T19:00:00.000Z"
8023,99,9,1925,"Monsters of Rock","2008-04-09T14:00:00.000Z"
1714,254,6,1926,"Le Reve","2008-04-10T14:30:00.000Z"
3130,243,7,1926,"The Seafarer","2008-04-10T15:00:00.000Z"
3303,244,7,1926,"Young Frankenstein","2008-04-10T20:00:00.000Z"
7658,35,9,1926,"Dixie Chicks","2008-04-10T14:00:00.000Z"
297,307,8,1927,"Lucia di Lammermoor","2008-04-11T15:00:00.000Z"
3605,246,7,1927,"A Doll's House","2008-04-11T20:00:00.000Z"
4795,97,9,1927,"Temptations","2008-04-11T20:00:00.000Z"
6567,107,9,1927,"Creedence Clearwater Revisited","2008-04-11T19:00:00.000Z"
1809,206,7,1928,"Electra","2008-04-12T14:30:00.000Z"
5870,15,9,1928,"Projekt Revolution","2008-04-12T15:00:00.000Z"
6553,22,9,1928,"The Raconteurs","2008-04-12T14:00:00.000Z"
8073,3,9,1928,"Madonna","2008-04-12T19:00:00.000Z"
889,246,6,1929,"Mary Poppins","2008-04-13T19:00:00.000Z"
3593,203,7,1929,"Macbeth","2008-04-13T19:30:00.000Z"
6219,83,9,1929,"Taylor Swift","2008-04-13T19:30:00.000Z"
6875,83,9,1930,"Ted Nugent","2008-04-14T19:30:00.000Z"
7583,64,9,1930,"Willie Nelson","2008-04-14T19:30:00.000Z"
8343,109,9,1930,"Suzanne Vega","2008-04-14T14:00:00.000Z"
6968,16,9,1931,"Iron and Wine","2008-04-15T19:00:00.000Z"
7789,124,9,1931,"Celtic Thunder","2008-04-15T14:00:00.000Z"
3433,208,7,1932,"Rhinoceros","2008-04-16T15:00:00.000Z"
5376,122,9,1932,"Sara Bareilles","2008-04-16T19:00:00.000Z"
5981,91,9,1932,"ZZ Top","2008-04-16T19:30:00.000Z"
890,224,6,1933,"Chicago","2008-04-17T15:00:00.000Z"
2801,221,7,1933,"A Doll's House","2008-04-17T19:00:00.000Z"
5537,63,9,1933,"John Prine","2008-04-17T15:00:00.000Z"
7047,63,9,1933,"Greg Kihn Band","2008-04-17T19:00:00.000Z"
6953,93,9,1934,"Fergie","2008-04-18T14:00:00.000Z"
1369,244,6,1935,"Grease","2008-04-19T14:00:00.000Z"
3247,243,7,1935,"Electra","2008-04-19T19:30:00.000Z"
3827,105,9,1935,"Buckcherry","2008-04-19T14:30:00.000Z"
